car_location,car_mileage,car_link,car_name,car_price,car_license
成都,3.8万公里,https://www.guazi.com/cd/47e789ff518977ecx.htm#fr_page=list&fr_pos=city&fr_no=3,雪铁龙爱丽舍 2014款 1.6L 手动舒适型,5.50万,2013年
莆田,1.3万公里,https://www.guazi.com/putian/dc4726ea59652e6cx.htm#fr_page=list&fr_pos=city&fr_no=4,丰田YARiS L 致炫 2014款 1.3E 自动魅动版,6.00万,2014年
绵阳,4.6万公里,https://www.guazi.com/mianyang/73590e74098d29c5x.htm#fr_page=list&fr_pos=city&fr_no=5,东风风神H30 2012款 CROSS 1.6L 自动尊尚型,3.80万,2013年
金华,5.8万公里,https://www.guazi.com/jinhua/096165817ed72cc5x.htm#fr_page=list&fr_pos=city&fr_no=6,雪佛兰科鲁兹 2013款 1.6L SE MT,6.40万,2014年
松原,6.6万公里,https://www.guazi.com/songyuan/12ea4bc8d056dbe8x.htm#fr_page=list&fr_pos=city&fr_no=7,中华H330 2014款手动1.5CNG,4.80万,2014年
绍兴,8.4万公里,https://www.guazi.com/shaoxing/354357b93e4a1355x.htm#fr_page=list&fr_pos=city&fr_no=8,马自达3 2006款 2.0L 手动标准型,4.08万,2009年
宜宾,7.2万公里,https://www.guazi.com/yibin/06937997aa06ef13x.htm#fr_page=list&fr_pos=city&fr_no=9,长城M4 2012款 1.5L 手动舒适型,3.28万,2012年
上海,10.7万公里,https://www.guazi.com/sh/fa7950639a3cf14dx.htm#fr_page=list&fr_pos=city&fr_no=10,日产天籁 2013款 2.5L XL领先版,12.80万,2013年
湖州,6.4万公里,https://www.guazi.com/huzhou/401982d8e55ec416x.htm#fr_page=list&fr_pos=city&fr_no=11,宝马X1 2012款 sDrive18i 时尚型,15.20万,2012年
武汉,5.7万公里,https://www.guazi.com/wh/a3387f304165929cx.htm#fr_page=list&fr_pos=city&fr_no=12,福特蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,9.00万,2012年
苏州,5.8万公里,https://www.guazi.com/su/47e52fa8346dd03ex.htm#fr_page=list&fr_pos=city&fr_no=13,起亚狮跑 2013款 2.0L 手动两驱版GLS,8.20万,2015年
深圳,5.0万公里,https://www.guazi.com/sz/be4d8b81cc321344x.htm#fr_page=list&fr_pos=city&fr_no=14,别克凯越 2013款 1.5L 自动经典型,5.00万,2014年
贵阳,7.5万公里,https://www.guazi.com/gy/93c10cd6597f9163x.htm#fr_page=list&fr_pos=city&fr_no=15,纳智捷大7 SUV 2012款 锋芒限量版 2.2T 四驱智尊型,10.30万,2013年
武汉,4.0万公里,https://www.guazi.com/wh/3a7fd3a06c7822d6x.htm#fr_page=list&fr_pos=city&fr_no=16,标致308 2014款 乐享版 经典 1.6L 手动优尚型,6.00万,2014年
郑州,6.7万公里,https://www.guazi.com/zz/9d5462c13272eb60x.htm#fr_page=list&fr_pos=city&fr_no=17,吉利经典帝豪 2013款 三厢 1.5L 手动精英型,3.70万,2013年
长春,4.6万公里,https://www.guazi.com/cc/99d2ebcaca896514x.htm#fr_page=list&fr_pos=city&fr_no=18,比亚迪L3 2012款 1.5L 手动尊贵型,3.23万,2012年
重庆,7.1万公里,https://www.guazi.com/cq/29b69c4f3676e7f1x.htm#fr_page=list&fr_pos=city&fr_no=19,起亚K3 2015款 1.6L 自动DLX,8.00万,2015年
重庆,7.2万公里,https://www.guazi.com/cq/20e49fc5df2a0ac7x.htm#fr_page=list&fr_pos=city&fr_no=20,长安逸动 2012款 1.6L 手动豪华型 国IV,4.50万,2014年
淮安,8.2万公里,https://www.guazi.com/huaian/f61f7a88d78155b5x.htm#fr_page=list&fr_pos=city&fr_no=21,现代全新胜达 2013款 2.0T 自动四驱顶级型,14.98万,2013年
包头,7.0万公里,https://www.guazi.com/baotou/917bc31b5b8f0c24x.htm#fr_page=list&fr_pos=city&fr_no=22,大众速腾 2014款 1.4TSI 自动豪华型,11.40万,2013年
郑州,7.0万公里,https://www.guazi.com/zz/829eaab6c5cc15acx.htm#fr_page=list&fr_pos=city&fr_no=23,东南菱动 2010款  2.0手动7座菱动,2.60万,2010年
淮安,8.5万公里,https://www.guazi.com/huaian/702b55adb9e23b02x.htm#fr_page=list&fr_pos=city&fr_no=24,标致408 2013款 2.0L 手动舒适版,5.92万,2013年
深圳,4.1万公里,https://www.guazi.com/sz/cf2f25ad2198678fx.htm#fr_page=list&fr_pos=city&fr_no=25,长安商用长安之星7 2014款 1.4L舒适型E14V,2.00万,2014年
吉林,8.6万公里,https://www.guazi.com/jilin/202d05921a76e28ax.htm#fr_page=list&fr_pos=city&fr_no=26,马自达3 2010款 1.6L 自动经典精英型,4.50万,2010年
青岛,3.6万公里,https://www.guazi.com/qd/fb075ba03f440319x.htm#fr_page=list&fr_pos=city&fr_no=27,金旅海狮 2010款 2.0L标准轴高级版V19,4.18万,2014年
武汉,6.7万公里,https://www.guazi.com/wh/36f29dc748b95766x.htm#fr_page=list&fr_pos=city&fr_no=28,传祺GS5 2012款 2.0L 手动两驱舒适版,5.30万,2012年
烟台,4.5万公里,https://www.guazi.com/yantai/c24fff61a8818961x.htm#fr_page=list&fr_pos=city&fr_no=0,奇瑞A5 2007款 1.6L 手动实力型,1.28万,2009年
武汉,4.1万公里,https://www.guazi.com/wh/0f9c16c158f03711x.htm#fr_page=list&fr_pos=city&fr_no=29,三菱蓝瑟 2012款 1.6L 手动舒适版SEi,3.20万,2014年
苏州,1.8万公里,https://www.guazi.com/su/2b866250d9d6b3b5x.htm#fr_page=list&fr_pos=city&fr_no=1,大众宝来 2015款 质惠版 1.6L 手动时尚型,7.50万,2015年
蚌埠,10.6万公里,https://www.guazi.com/bengbu/f018db229e591ef6x.htm#fr_page=list&fr_pos=city&fr_no=30,三菱翼神 2012款 贺岁版 1.8L CVT舒适型,6.20万,2012年
襄阳,6.1万公里,https://www.guazi.com/xiangyang/458b82ac9cebe8fdx.htm#fr_page=list&fr_pos=city&fr_no=2,纳智捷大7 SUV 2013款 锋芒限量版 2.2T 两驱智慧型,12.80万,2014年
深圳,4.1万公里,https://www.guazi.com/sz/1344cf1ff382ccbex.htm#fr_page=list&fr_pos=city&fr_no=3,雪佛兰迈锐宝 2013款 2.4L 自动豪华版,10.80万,2013年
武汉,7.1万公里,https://www.guazi.com/wh/06993e9bc9817bdbx.htm#fr_page=list&fr_pos=city&fr_no=31,大众朗逸 2011款 1.6L 自动品雅版,6.00万,2012年
泰州,12.5万公里,https://www.guazi.com/jstaizhou/bd2e9b4671021f7ax.htm#fr_page=list&fr_pos=city&fr_no=4,五菱荣光 2011款 1.2L标准型,1.60万,2010年
宿迁,6.7万公里,https://www.guazi.com/suqian/3629961abe3ab788x.htm#fr_page=list&fr_pos=city&fr_no=5,雪佛兰科鲁兹 2013款 1.6L SE MT,5.60万,2013年
苏州,3.8万公里,https://www.guazi.com/su/c8ff047426a73eddx.htm#fr_page=list&fr_pos=city&fr_no=32,雪佛兰迈锐宝 2013款 2.0L 自动豪华版,9.70万,2013年
威海,8.8万公里,https://www.guazi.com/wei/48e1c1e366105ed5x.htm#fr_page=list&fr_pos=city&fr_no=6,现代伊兰特 2007款 1.6L 手动舒适型,3.55万,2009年
盐城,10.8万公里,https://www.guazi.com/yancheng/2c624971b5defe99x.htm#fr_page=list&fr_pos=city&fr_no=7,现代途胜 2013款 2.0L 手动两驱时尚型,6.00万,2012年
宜宾,7.5万公里,https://www.guazi.com/yibin/56d24946d2c2dbfbx.htm#fr_page=list&fr_pos=city&fr_no=8,双龙享御 2011款 2.0T 四驱豪华导航版,13.98万,2014年
沈阳,3.2万公里,https://www.guazi.com/sy/840cd8c72d9895e2x.htm#fr_page=list&fr_pos=city&fr_no=33,铃木奥拓 2013款 1.0L 自动豪华型,3.55万,2014年
泸州,2.9万公里,https://www.guazi.com/luzhou/571205c23ac4985bx.htm#fr_page=list&fr_pos=city&fr_no=9,现代瑞奕 2014款 1.4L 手动GLX,4.65万,2015年
武汉,5.2万公里,https://www.guazi.com/wh/0cd59e8814fbfb9bx.htm#fr_page=list&fr_pos=city&fr_no=34,长城M4 2014款 1.5L 手动舒适型,3.90万,2015年
潍坊,3.0万公里,https://www.guazi.com/weifang/294a216e9420c9b5x.htm#fr_page=list&fr_pos=city&fr_no=10,铃木奥拓 2009款 1.0L 手动豪华型,1.90万,2010年
东莞,10.6万公里,https://www.guazi.com/dg/f77b8233629af732x.htm#fr_page=list&fr_pos=city&fr_no=11,斯柯达明锐 2010款 1.6L 手动逸致版,5.18万,2011年
赣州,2.1万公里,https://www.guazi.com/ganzhou/0a2159c50a475907x.htm#fr_page=list&fr_pos=city&fr_no=12,东风小康东风风光330 2014款 1.5L手动实用型DK15-02,2.60万,2014年
泰安,3.4万公里,https://www.guazi.com/taian/c49a63abc71c5030x.htm#fr_page=list&fr_pos=city&fr_no=35,奇瑞QQ 2013款 1.0L 手动快乐版,2.50万,2014年
重庆,6.6万公里,https://www.guazi.com/cq/d1091d56212eb857x.htm#fr_page=list&fr_pos=city&fr_no=13,华泰圣达菲经典 2011款 2.0L 汽油手动两驱豪华型,3.18万,2011年
南昌,6.9万公里,https://www.guazi.com/nc/e943395cdbbd1bafx.htm#fr_page=list&fr_pos=city&fr_no=36,大众宝来 2008款 1.6L 自动舒适型,4.38万,2009年
达州,2.9万公里,https://www.guazi.com/dazhou/9cbaf257a51723c7x.htm#fr_page=list&fr_pos=city&fr_no=14,长安悦翔V5 2012款 1.5L 手动梦幻型,3.88万,2014年
芜湖,7.3万公里,https://www.guazi.com/wuhu/9254ceba60ca54cex.htm#fr_page=list&fr_pos=city&fr_no=37,纳智捷大7 SUV 2012款 锋芒限量版 2.2T 四驱智尊型,10.00万,2012年
合肥,2.2万公里,https://www.guazi.com/hf/03e104a604a05be6x.htm#fr_page=list&fr_pos=city&fr_no=15,江淮瑞风 2015款 2.0L穿梭 汽油长轴舒适版HFC4GA3-3D,7.50万,2015年
徐州,7.9万公里,https://www.guazi.com/xuzhou/2216e541e9ce3035x.htm#fr_page=list&fr_pos=city&fr_no=16,标致308 2012款 1.6L 自动优尚型,5.38万,2013年
宁波,1.4万公里,https://www.guazi.com/nb/104cf45e1df66f7ax.htm#fr_page=list&fr_pos=city&fr_no=38,大众捷达 2015款 质惠版 1.6L 手动舒适型,5.75万,2015年
衡水,4.0万公里,https://www.guazi.com/hengshui/1fa6938b9df71727x.htm#fr_page=list&fr_pos=city&fr_no=17,大众POLO 2014款 1.6L 手动舒适版,5.71万,2014年
杭州,5.5万公里,https://www.guazi.com/hz/ccd7f751bb04569ex.htm#fr_page=list&fr_pos=city&fr_no=39,雪佛兰迈锐宝 2013款 1.6T 自动舒适版,10.40万,2013年
扬州,4.6万公里,https://www.guazi.com/yangzhou/20763a4a70f8d143x.htm#fr_page=list&fr_pos=city&fr_no=18,江淮瑞风M2 2011款 1.8L MT豪华型5座,3.10万,2012年
苏州,4.1万公里,https://www.guazi.com/su/d0120d357a5f708ax.htm#fr_page=list&fr_pos=city&fr_no=19,现代朗动 2012款 1.6L 自动时尚型,7.20万,2013年
荆州,6.2万公里,https://www.guazi.com/jingzhou/747bc2605ebe5e10x.htm#fr_page=list&fr_pos=city&fr_no=20,北汽绅宝绅宝D50 2014款 1.5L 手动舒适版,3.50万,2014年
泰安,3.4万公里,https://www.guazi.com/taian/b04cc27722ff7fe6x.htm#fr_page=list&fr_pos=city&fr_no=21,荣威350 2013款 350S 1.5L 手动迅驰版,5.30万,2014年
西安,4.2万公里,https://www.guazi.com/xa/09c49e133f9f8266x.htm#fr_page=list&fr_pos=city&fr_no=22,欧朗 2012款 三厢 1.5L 手动豪华型,3.40万,2014年
长沙,4.3万公里,https://www.guazi.com/cs/60b3a71f6e9d8e51x.htm#fr_page=list&fr_pos=city&fr_no=23,菲亚特菲翔 2012款 1.4T 手动悦享版,5.98万,2014年
大庆,7.2万公里,https://www.guazi.com/daqing/8731f2410a62aa4ax.htm#fr_page=list&fr_pos=city&fr_no=24,马自达6 2011款 2.0L 自动时尚型,6.80万,2012年
南京,7.7万公里,https://www.guazi.com/nj/fa0418d133090473x.htm#fr_page=list&fr_pos=city&fr_no=25,大众速腾 2011款 1.4TSI 自动技术型,6.50万,2011年
达州,7.0万公里,https://www.guazi.com/dazhou/65fdd29790b5e256x.htm#fr_page=list&fr_pos=city&fr_no=26,奔腾X80 2013款 2.0L 自动舒适型,9.00万,2015年
常德,4.2万公里,https://www.guazi.com/changde/96a142e2af8b9c50x.htm#fr_page=list&fr_pos=city&fr_no=27,标致207 2010款 两厢 1.4L 手动驭乐版,2.10万,2010年
达州,4.3万公里,https://www.guazi.com/dazhou/1fe41ecf883c006dx.htm#fr_page=list&fr_pos=city&fr_no=28,启辰R30 2014款 1.2L 手动尊享版,2.50万,2014年
南昌,2.2万公里,https://www.guazi.com/nc/71b0f552cc1f8a25x.htm#fr_page=list&fr_pos=city&fr_no=29,比亚迪F3 2014款 1.5L 手动豪华型,3.10万,2014年
苏州,6.2万公里,https://www.guazi.com/su/831f1eb734672766x.htm#fr_page=list&fr_pos=city&fr_no=30,江淮悦悦 2012款 CROSS 1.0L 舒适型,1.75万,2014年
成都,5.0万公里,https://www.guazi.com/cd/d6454b0c3b0c78e2x.htm#fr_page=list&fr_pos=city&fr_no=31,北京汽车E系列 2013款 两厢 1.5L 手动乐天版,2.80万,2014年
包头,3.4万公里,https://www.guazi.com/baotou/ae4150aba4526239x.htm#fr_page=list&fr_pos=city&fr_no=32,五菱之光 2013款 1.0L 基本型,1.95万,2013年
西安,3.8万公里,https://www.guazi.com/xa/5097992c1bcdd4fex.htm#fr_page=list&fr_pos=city&fr_no=33,奔腾B50 2013款 1.6L 手动舒适型,4.80万,2014年
芜湖,0.6万公里,https://www.guazi.com/wuhu/15a7fa9188d6ae4bx.htm#fr_page=list&fr_pos=city&fr_no=34,别克凯越 2015款 1.5L 手动经典型,5.80万,2016年
泰州,7.5万公里,https://www.guazi.com/jstaizhou/0923e8b6d5ab0d2ex.htm#fr_page=list&fr_pos=city&fr_no=35,起亚福瑞迪 2011款 1.6L MT GL,3.98万,2011年
大庆,9.6万公里,https://www.guazi.com/daqing/5a53fe27a65990ddx.htm#fr_page=list&fr_pos=city&fr_no=36,福特蒙迪欧-致胜 2010款 2.3L 至尊版,7.80万,2009年
南通,6.7万公里,https://www.guazi.com/nantong/71c8901bfd66c119x.htm#fr_page=list&fr_pos=city&fr_no=37,雪佛兰爱唯欧 2011款 两厢 1.6L MT SX,4.00万,2012年
长沙,7.5万公里,https://www.guazi.com/cs/b1e26275fbdb3586x.htm#fr_page=list&fr_pos=city&fr_no=38,江淮和悦 2011款 1.5L 手动运动天窗型,2.48万,2012年
松原,5.5万公里,https://www.guazi.com/songyuan/31b59cac505bd71cx.htm#fr_page=list&fr_pos=city&fr_no=39,起亚福瑞迪 2011款 1.6L AT GL,6.50万,2013年
苏州,9.0万公里,https://www.guazi.com/su/fe8521c3aa6df14ex.htm#fr_page=list&fr_pos=city&fr_no=0,奥迪A6L 2012款 TFSI 标准型,26.00万,2013年
兰州,4.1万公里,https://www.guazi.com/lz/b6cb1d1ee9cd280cx.htm#fr_page=list&fr_pos=city&fr_no=1,现代途胜 2013款 2.0L 手动两驱时尚型,8.38万,2013年
沈阳,3.3万公里,https://www.guazi.com/sy/ca4bf5e7e3caff8cx.htm#fr_page=list&fr_pos=city&fr_no=2,Jeep指南者 2013款 2.4L 四驱运动版(进口),14.30万,2012年
淮安,0.6万公里,https://www.guazi.com/huaian/1e12432b5fd03bbex.htm#fr_page=list&fr_pos=city&fr_no=3,雪佛兰迈锐宝 2016款 2.0L 自动豪华版,14.38万,2016年
天津,9.3万公里,https://www.guazi.com/tj/5709ec98e0034a66x.htm#fr_page=list&fr_pos=city&fr_no=4,本田CR-V 2012款 2.4L 四驱尊贵导航版,18.00万,2012年
上海,9.2万公里,https://www.guazi.com/sh/f608e26df81b67f1x.htm#fr_page=list&fr_pos=city&fr_no=5,现代途胜 2009款 2.0L 自动两驱天窗型,6.00万,2010年
上海,7.3万公里,https://www.guazi.com/sh/c8558e6a940c6051x.htm#fr_page=list&fr_pos=city&fr_no=6,本田歌诗图 2012款 2.4L 豪华版,14.50万,2013年
北京,10.8万公里,https://www.guazi.com/bj/7083cdc849302e2ax.htm#fr_page=list&fr_pos=city&fr_no=7,宝马5系 2012款 530Li 领先型,28.10万,2012年
郑州,6.6万公里,https://www.guazi.com/zz/2560d2dd7b610d13x.htm#fr_page=list&fr_pos=city&fr_no=8,大众途观 2012款 2.0TSI 舒适版(进口),24.00万,2014年
乌鲁木齐,11.5万公里,https://www.guazi.com/xj/0b42d06648cc7626x.htm#fr_page=list&fr_pos=city&fr_no=9,日产奇骏 2010款 2.5L CVT旗舰版 4WD,11.20万,2010年
佛山,2.6万公里,https://www.guazi.com/foshan/75873b81c5c24011x.htm#fr_page=list&fr_pos=city&fr_no=10,雪佛兰科鲁兹 2015款 1.5L 经典 SL MT,6.80万,2014年
郑州,1.5万公里,https://www.guazi.com/zz/b164ff0c8f7f045fx.htm#fr_page=list&fr_pos=city&fr_no=11,雪佛兰迈锐宝 2016款 2.0L 自动豪华版,14.18万,2016年
廊坊,6.6万公里,https://www.guazi.com/langfang/5a002c6576aed2b9x.htm#fr_page=list&fr_pos=city&fr_no=12,昌河M50 2015款 1.5L改款商务舱（板簧）DAM15DL,2.60万,2016年
沈阳,10.3万公里,https://www.guazi.com/sy/81bf6ff9cfd139b7x.htm#fr_page=list&fr_pos=city&fr_no=13,大众迈腾 2012款 改款 1.8TSI 豪华型,13.50万,2012年
青岛,2.2万公里,https://www.guazi.com/qd/d3bd70b9af43d71cx.htm#fr_page=list&fr_pos=city&fr_no=14,现代飞思 2012款 1.6T 自动旗舰版(进口),12.98万,2014年
长沙,1.0万公里,https://www.guazi.com/cs/acffae2a1ba0d25ex.htm#fr_page=list&fr_pos=city&fr_no=15,奇瑞艾瑞泽5 2016款 1.5L CVT领潮版,5.90万,2016年
南京,0.3万公里,https://www.guazi.com/nj/f6b0418653418071x.htm#fr_page=list&fr_pos=city&fr_no=16,宝马1系 2017款 120i 设计套装型,23.50万,2017年
成都,6.8万公里,https://www.guazi.com/cd/f5c9e8f43f9c07e5x.htm#fr_page=list&fr_pos=city&fr_no=17,大众高尔夫 2015款 1.4TSI 自动舒适型,11.30万,2015年
郑州,4.3万公里,https://www.guazi.com/zz/f3f3c54f249914cfx.htm#fr_page=list&fr_pos=city&fr_no=18,保时捷Macan 2014款 Macan S 3.0T,58.00万,2014年
武汉,7.1万公里,https://www.guazi.com/wh/261d39c1f3ee7eb0x.htm#fr_page=list&fr_pos=city&fr_no=19,本田CR-V 2010款 2.4L 自动四驱豪华版,12.50万,2012年
武汉,0.7万公里,https://www.guazi.com/wh/e2a2558404d0ebb2x.htm#fr_page=list&fr_pos=city&fr_no=20,奔驰GLK级 2015款 GLK 260 4MATIC 时尚型 极致版,33.50万,2015年
郑州,2.3万公里,https://www.guazi.com/zz/13990757281808efx.htm#fr_page=list&fr_pos=city&fr_no=21,雪铁龙C3-XR 2015款 1.6L 自动智能型,9.50万,2015年
成都,10.4万公里,https://www.guazi.com/cd/5f9cb1aec553ca24x.htm#fr_page=list&fr_pos=city&fr_no=22,宝马5系 2013款 525Li 豪华型,27.98万,2013年
潍坊,2.4万公里,https://www.guazi.com/weifang/a280ee3a92542b74x.htm#fr_page=list&fr_pos=city&fr_no=23,福田蒙派克E 2016款 2.0L快运版 4G634G63,6.50万,2016年
武汉,3.0万公里,https://www.guazi.com/wh/618fece8f28e9888x.htm#fr_page=list&fr_pos=city&fr_no=24,大众朗行 2015款 230TSI DSG舒适版,11.50万,2016年
西安,0.6万公里,https://www.guazi.com/xa/ed7ef2a94383e7d6x.htm#fr_page=list&fr_pos=city&fr_no=25,哈弗H5 2016款 经典版 2.0T 手动四驱尊贵型,11.50万,2016年
天津,5.6万公里,https://www.guazi.com/tj/9c8ce8f5aa9f7fa4x.htm#fr_page=list&fr_pos=city&fr_no=26,大众捷达 2010款 1.6L 伙伴,3.50万,2011年
绍兴,0.9万公里,https://www.guazi.com/shaoxing/d301fd42e3813a3dx.htm#fr_page=list&fr_pos=city&fr_no=27,Jeep自由侠 2016款 1.4T 自动劲能版+,13.70万,2016年
北京,11.4万公里,https://www.guazi.com/bj/556eb9317e3ef6fdx.htm#fr_page=list&fr_pos=city&fr_no=28,日产天籁 2008款 公爵 2.5L XV尊雅版,12.50万,2010年
西安,1.6万公里,https://www.guazi.com/xa/490e2108a9c0dfcdx.htm#fr_page=list&fr_pos=city&fr_no=29,起亚K5 2014款 2.0L 自动LUXURY,13.50万,2014年
哈尔滨,3.3万公里,https://www.guazi.com/hrb/0febe604793aa11cx.htm#fr_page=list&fr_pos=city&fr_no=30,马自达阿特兹 2014款 2.0L 蓝天豪华版,13.60万,2015年
南宁,5.2万公里,https://www.guazi.com/nn/dbcfcb2b3d579c68x.htm#fr_page=list&fr_pos=city&fr_no=31,本田飞度 2011款 1.3L 手动舒适版,5.28万,2014年
沈阳,3.5万公里,https://www.guazi.com/sy/ebf2d94919fb4276x.htm#fr_page=list&fr_pos=city&fr_no=32,大众途锐 2011款 3.0TSI 舒适型(进口),53.60万,2014年
兰州,2.0万公里,https://www.guazi.com/lz/326c38eacf2c7017x.htm#fr_page=list&fr_pos=city&fr_no=33,众泰Z500 2015款 1.5T 手动豪华型,5.08万,2016年
成都,1.9万公里,https://www.guazi.com/cd/250983a28153e1b6x.htm#fr_page=list&fr_pos=city&fr_no=34,大众高尔夫 2014款 1.4TSI 自动豪华型,11.98万,2015年
淮安,0.9万公里,https://www.guazi.com/huaian/8255291ae788ddc3x.htm#fr_page=list&fr_pos=city&fr_no=35,福特翼虎 2017款 EcoBoost 180 两驱精翼型,16.50万,2017年
马鞍山,1.3万公里,https://www.guazi.com/maanshan/9b4c93e366980daax.htm#fr_page=list&fr_pos=city&fr_no=36,宝骏510 2017款 1.5L 手动豪华型,6.00万,2017年
南宁,10.9万公里,https://www.guazi.com/nn/32ee8d3b077a6678x.htm#fr_page=list&fr_pos=city&fr_no=37,大众POLO 2011款 劲取 1.6L 自动实酷版,5.80万,2012年
济宁,1.4万公里,https://www.guazi.com/jining/7fe302312b62b632x.htm#fr_page=list&fr_pos=city&fr_no=38,五菱之光 2015款 1.2L S实用型LSI,2.58万,2016年
太原,2.4万公里,https://www.guazi.com/ty/2d30ff4257f92af0x.htm#fr_page=list&fr_pos=city&fr_no=39,宝马X1 2013款 sDrive18i 时尚型,18.50万,2015年
许昌,0.6万公里,https://www.guazi.com/xuchang/19fc6c692115e805x.htm#fr_page=list&fr_pos=city&fr_no=0,福特福克斯 2013款 两厢经典 1.8L 手动基本型,6.38万,2016年
南京,1.9万公里,https://www.guazi.com/nj/20cdf27e1e0b7850x.htm#fr_page=list&fr_pos=city&fr_no=1,现代朗动 2013款 1.6L 自动领先型,7.50万,2013年
芜湖,2.3万公里,https://www.guazi.com/wuhu/bef462b817251f7ax.htm#fr_page=list&fr_pos=city&fr_no=2,现代索纳塔九 2015款 1.6T GLX领先型,13.50万,2015年
合肥,2.1万公里,https://www.guazi.com/hf/2c9e744a2e5edc1cx.htm#fr_page=list&fr_pos=city&fr_no=0,现代瑞纳 2014款 1.4L 自动智能型GLS,5.18万,2014年
成都,4.5万公里,https://www.guazi.com/cd/e867debbdb0ec394x.htm#fr_page=list&fr_pos=city&fr_no=1,现代瑞纳 2010款 三厢 1.4L 自动时尚型GT,4.79万,2013年
金华,6.1万公里,https://www.guazi.com/jinhua/c938405b41daf096x.htm#fr_page=list&fr_pos=city&fr_no=3,大众速腾 2011款 1.6L 自动舒适型,6.05万,2011年
安庆,14.9万公里,https://www.guazi.com/anqing/1669011dfa57c3d1x.htm#fr_page=list&fr_pos=city&fr_no=4,现代ix35 2010款 2.0L 自动两驱精英版GLS,8.08万,2011年
嘉兴,0.9万公里,https://www.guazi.com/jiaxing/5fc2814bbb04289ax.htm#fr_page=list&fr_pos=city&fr_no=2,传祺GS4 2015款 200T G-DCT豪华版,10.88万,2016年
常州,7.8万公里,https://www.guazi.com/changzhou/5068c3c8e1d5527ax.htm#fr_page=list&fr_pos=city&fr_no=5,现代悦动 2011款 1.6L 自动舒适型,5.50万,2014年
阜阳,3.0万公里,https://www.guazi.com/fuyang/8e93da158c90004dx.htm#fr_page=list&fr_pos=city&fr_no=3,长安商用长安之星2 2012款 1.0L超值版JL465QH,2.38万,2016年
成都,4.8万公里,https://www.guazi.com/cd/fef7f4a8f6c92026x.htm#fr_page=list&fr_pos=city&fr_no=6,福特翼搏 2013款 1.5L 自动尊贵型,7.10万,2013年
无锡,2.8万公里,https://www.guazi.com/wx/902227ed4a2dc6e5x.htm#fr_page=list&fr_pos=city&fr_no=4,别克凯越 2015款 1.5L 手动经典型,5.05万,2015年
徐州,3.0万公里,https://www.guazi.com/xuzhou/786c4c2675832125x.htm#fr_page=list&fr_pos=city&fr_no=7,雪佛兰赛欧 2013款 两厢 1.4L 手动优逸版,3.30万,2013年
深圳,4.1万公里,https://www.guazi.com/sz/5ae7467262d6ea24x.htm#fr_page=list&fr_pos=city&fr_no=5,比亚迪速锐 2014款 1.5L 手动豪华型,4.30万,2014年
达州,2.4万公里,https://www.guazi.com/dazhou/39ae47b1a69cc49bx.htm#fr_page=list&fr_pos=city&fr_no=8,海马S5 2015款 1.5T CVT旗舰型,7.78万,2015年
许昌,8.6万公里,https://www.guazi.com/xuchang/c134f1079e8c568bx.htm#fr_page=list&fr_pos=city&fr_no=6,东风风行菱智 2013款 M5 Q7 2.0L 7座长轴舒适型,4.20万,2013年
金华,4.8万公里,https://www.guazi.com/jinhua/1e6164791df99a04x.htm#fr_page=list&fr_pos=city&fr_no=7,思铭 2012款 1.8L 自动,6.98万,2013年
南京,4.5万公里,https://www.guazi.com/nj/04a8512bed24af8cx.htm#fr_page=list&fr_pos=city&fr_no=9,雪佛兰迈锐宝 2012款 2.4L 自动豪华版,8.80万,2012年
达州,0.9万公里,https://www.guazi.com/dazhou/01c5f9ea2ee31762x.htm#fr_page=list&fr_pos=city&fr_no=8,MG3 2016款 1.3L AMT舒适版,5.20万,2016年
赣州,3.4万公里,https://www.guazi.com/ganzhou/96f64f88b7c8ac1ax.htm#fr_page=list&fr_pos=city&fr_no=10,别克凯越 2015款 1.5L 自动经典型,5.60万,2015年
哈尔滨,9.0万公里,https://www.guazi.com/hrb/b0341392955a491ax.htm#fr_page=list&fr_pos=city&fr_no=9,福特福克斯 2011款 两厢 1.8L 手动舒适型,3.90万,2010年
廊坊,11.3万公里,https://www.guazi.com/langfang/e903eae376f6c513x.htm#fr_page=list&fr_pos=city&fr_no=11,起亚K5 2014款 2.0T 自动T-PREMIUM,10.50万,2013年
大同,1.3万公里,https://www.guazi.com/datong/c0c12fe00badf962x.htm#fr_page=list&fr_pos=city&fr_no=10,本田飞度 2016款 1.5L LX CVT舒适型,7.50万,2016年
成都,8.5万公里,https://www.guazi.com/cd/21d1dacaae5335e9x.htm#fr_page=list&fr_pos=city&fr_no=12,标致207 2010款 三厢 1.4L 手动驭乐版,1.85万,2010年
大庆,4.1万公里,https://www.guazi.com/daqing/e82e2f1271724fe6x.htm#fr_page=list&fr_pos=city&fr_no=11,大众速腾 2012款 1.4TSI 自动豪华型,10.05万,2013年
济南,5.8万公里,https://www.guazi.com/jn/61553221f680d11dx.htm#fr_page=list&fr_pos=city&fr_no=12,别克英朗 2013款 GT 1.6L 自动时尚版,7.78万,2014年
达州,3.5万公里,https://www.guazi.com/dazhou/f5029e87d0dfec18x.htm#fr_page=list&fr_pos=city&fr_no=13,起亚K5 2014款 2.0L 自动LUXURY,11.50万,2014年
